pickup_community_area,fare,trip_start_month,trip_start_hour,trip_start_day,trip_start_timestamp,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,trip_miles,pickup_census_tract,dropoff_census_tract,payment_type,company,trip_seconds,dropoff_community_area,tips
6,4.25,3,0,1,1362268800,41.942577185,-87.647078509,41.942577185,-87.647078509,0.3,,17031062000,Cash,,180,6,0.0
35,3.25,11,11,7,1385810100,41.835117986,-87.618677767,41.835117986,-87.618677767,0.0,,,Cash,Taxi Affiliation Services,0,35,0.0
6,10.05,4,0,1,1429401600,41.936310131,-87.651562592,41.898331794,-87.620762865,3.4,,17031081300,Cash,Taxi Affiliation Services,660,8,0.0
33,11.45,6,20,2,1433191500,41.849246754,-87.624135298,41.898331794,-87.620762865,3.5,,17031081300,Credit Card,Taxi Affiliation Services,960,8,2.55
3,11.85,2,19,6,1393614900,41.958154876,-87.653021789,41.898331794,-87.620762865,4.6,,17031081300,Cash,Dispatch Taxi Affiliation,600,8,0.0
7,10.25,2,12,1,1392552900,41.929046937,-87.651310877,41.898331794,-87.620762865,3.3,,17031081300,Cash,,660,8,0.0
6,4.65,1,19,7,1389468600,41.946489764,-87.647113634,41.949829346,-87.64396537,0.5,,17031060900,Cash,,180,6,0.0
6,5.85,9,22,3,1378850400,41.936310131,-87.651562592,41.949829346,-87.64396537,1.3,,17031060900,Cash,,300,6,0.0
6,3.25,6,22,3,1435701600,41.949829346,-87.64396537,41.949829346,-87.64396537,0.0,,17031060900,Cash,Dispatch Taxi Affiliation,60,6,0.0
6,6.25,5,1,1,1433035800,41.950605232,-87.671332488,41.949829346,-87.64396537,1.7,,17031060900,Cash,,360,6,0.0
7,5.25,1,1,7,1357954200,41.922082541,-87.634156093,41.90749193,-87.63576009,0.0,,17031080300,Cash,Taxi Affiliation Services,300,8,0.0
24,7.45,2,11,7,1424519100,41.906650766,-87.66533766,41.90749193,-87.63576009,1.7,,17031080300,Cash,Dispatch Taxi Affiliation,540,8,0.0
7,8.05,1,13,7,1390654800,41.928967266,-87.656156831,41.90749193,-87.63576009,0.0,,17031080300,Cash,Taxi Affiliation Services,720,8,0.0
24,10.25,9,23,6,1409958000,41.906025969,-87.675311622,41.90749193,-87.63576009,3.0,,17031080300,Cash,Dispatch Taxi Affiliation,900,8,0.0
6,9.05,6,2,7,1403318700,41.936237179,-87.656411531,41.90749193,-87.63576009,0.1,,17031080300,Credit Card,Taxi Affiliation Services,840,8,0.01
24,8.45,11,23,6,1415401200,41.892658108,-87.652534484,41.90749193,-87.63576009,0.0,,17031080300,Cash,Taxi Affiliation Services,600,8,0.0
8,4.25,4,2,1,1397356200,41.904935302,-87.649907226,41.90749193,-87.63576009,0.6,,17031080300,Cash,Dispatch Taxi Affiliation,120,8,0.0
3,12.85,9,8,4,1443600000,41.958154876,-87.653021789,41.90749193,-87.63576009,4.1,,17031080300,Credit Card,,1140,8,2.0
7,6.85,4,23,7,1428793200,41.914585709,-87.645966207,41.90749193,-87.63576009,1.1,,17031080300,Cash,,540,8,0.0
7,11.25,9,2,1,1441505700,41.929046937,-87.651310877,41.90749193,-87.63576009,3.8,,17031080300,Cash,Dispatch Taxi Affiliation,960,8,0.0
7,7.45,12,1,1,1417914000,41.921877461,-87.66407824,41.90749193,-87.63576009,0.0,,17031080300,Cash,Blue Ribbon Taxi Association Inc.,420,8,0.0
22,10.25,12,1,7,1418432400,41.916005274,-87.675095116,41.90749193,-87.63576009,3.0,,17031080300,Cash,Choice Taxi Association,840,8,0.0
5,12.85,8,17,7,1407605400,41.94136566,-87.680826903,41.90749193,-87.63576009,3.8,,17031080300,Cash,,1140,8,0.0
7,12.65,6,18,7,1434219300,41.929077655,-87.646293476,41.979912445,-87.664188242,4.2,,17031030800,Credit Card,,960,77,3.0
7,16.25,10,22,6,1413585900,41.921877461,-87.66407824,41.867902418,-87.642958665,6.3,,17031841900,Credit Card,Top Cab Affiliation,1140,28,3.25
76,35.45,4,9,4,1429089300,41.982272929,-87.841586432,41.867902418,-87.642958665,13.8,,17031841900,Credit Card,Taxi Affiliation Services,4140,28,3.5
32,5.85,8,19,5,1409253300,41.87101588,-87.631406525,41.867902418,-87.642958665,1.0,,17031841900,Credit Card,Dispatch Taxi Affiliation,300,28,2.0
33,8.25,6,14,5,1435243500,41.849246754,-87.624135298,41.867902418,-87.642958665,2.2,,17031841900,Credit Card,,540,28,3.0
7,15.45,1,18,6,1389379500,41.929077655,-87.646293476,41.87866742,-87.671653621,5.1,,17031838100,Cash,,1740,28,0.0
6,20.85,4,15,4,1398267900,41.936310131,-87.651562592,41.87866742,-87.671653621,8.1,,17031838100,Cash,,1740,28,0.0
24,6.25,3,20,2,1362428100,41.892493167,-87.664745836,41.87866742,-87.671653621,0.0,,17031838100,Cash,Dispatch Taxi Affiliation,360,28,0.0
24,7.85,12,22,6,1450478700,41.906025969,-87.675311622,41.920801704,-87.694532342,2.0,,17031221400,Cash,,480,22,0.0
33,5.05,9,14,6,1409926500,41.857183858,-87.620334624,41.842076117,-87.633973422,0.7,,,Credit Card,,240,34,2.0
74,19.45,11,18,6,1446835500,41.694878966,-87.713192497,41.694878966,-87.713192497,4.3,,,Credit Card,,2460,74,4.19
5,3.25,8,14,7,1408198500,41.957651916,-87.691530248,41.957651916,-87.691530248,0.0,,17031050300,Cash,,0,5,0.0
3,12.25,8,10,7,1439632800,41.958154876,-87.653021789,41.91922505,-87.671445766,3.9,,17031832300,Cash,,1020,22,0.0
22,5.05,1,21,1,1359322200,41.920801704,-87.694532342,41.91922505,-87.671445766,0.0,,17031832300,Cash,Dispatch Taxi Affiliation,240,22,0.0
24,5.65,12,2,1,1386469800,41.899589796,-87.674719134,41.91922505,-87.671445766,0.0,,17031832300,Cash,Taxi Affiliation Services,240,22,0.0
6,10.05,8,11,7,1377342900,41.949829346,-87.64396537,41.91922505,-87.671445766,0.0,,17031832300,Cash,Taxi Affiliation Services,720,22,0.0
24,7.05,9,0,1,1411864200,41.899506548,-87.679600287,41.91922505,-87.671445766,1.0,,17031832300,Cash,Taxi Affiliation Services,540,22,0.0
6,13.05,9,1,6,1378429200,41.949139771,-87.656803909,41.904935302,-87.649907226,0.3,,17031842200,Cash,Taxi Affiliation Services,780,8,0.0
7,7.05,8,20,7,1377981000,41.929046937,-87.651310877,41.904935302,-87.649907226,0.0,,17031842200,Credit Card,Taxi Affiliation Services,540,8,3.0
8,10.65,10,20,5,1443729600,41.904935302,-87.649907226,41.904935302,-87.649907226,0.1,,17031842200,Cash,Blue Ribbon Taxi Association Inc.,1200,8,0.0
6,7.65,11,20,7,1385841600,41.936310131,-87.651562592,41.904935302,-87.649907226,2.0,,17031842200,Cash,Taxi Affiliation Services,600,8,0.0
8,5.25,5,0,6,1400805000,41.905857769,-87.630865027,41.904935302,-87.649907226,0.9,,17031842200,Cash,Dispatch Taxi Affiliation,240,8,0.0
32,11.65,4,9,2,1428312600,41.87101588,-87.631406525,41.904935302,-87.649907226,0.0,,17031842200,Cash,Blue Ribbon Taxi Association Inc.,720,8,0.0
7,4.45,1,1,1,1358038800,41.914747305,-87.654007029,41.904935302,-87.649907226,0.0,,17031842200,Credit Card,Northwest Management LLC,120,8,1.0
6,7.25,2,22,7,1391294700,41.936159071,-87.661265218,41.904935302,-87.649907226,1.7,,17031842200,Cash,,540,8,0.0
24,6.65,11,21,6,1384551000,41.901206994,-87.676355989,,,1.52,,,Cash,,420,,0.0
24,10.45,3,7,4,1363765500,41.901206994,-87.676355989,,,3.0,,,Cash,,960,,0.0
24,4.65,2,20,3,1392151500,41.901206994,-87.676355989,41.901206994,-87.676355989,0.0,,,Cash,Taxi Affiliation Services,180,24,0.0
24,3.25,3,4,2,1457929800,41.901206994,-87.676355989,41.901206994,-87.676355989,0.0,,,Cash,Taxi Affiliation Services,0,24,0.0
24,18.5,6,2,1,1466906400,41.901206994,-87.676355989,41.901206994,-87.676355989,0.0,,,Cash,Blue Ribbon Taxi Association Inc.,1500,24,0.0
24,5.05,9,22,6,1379110500,41.901206994,-87.676355989,41.901206994,-87.676355989,0.0,,,Credit Card,Taxi Affiliation Services,240,24,1.0
24,3.25,11,20,2,1416255300,41.901206994,-87.676355989,41.901206994,-87.676355989,0.0,,,Cash,Taxi Affiliation Services,0,24,0.0
24,6.25,8,23,5,1375399800,41.901206994,-87.676355989,41.901206994,-87.676355989,0.0,,,Cash,Northwest Management LLC,360,24,0.0
24,4.45,1,6,2,1390803300,41.901206994,-87.676355989,41.901206994,-87.676355989,0.4,,,Cash,,180,24,0.0
24,6.45,7,0,4,1406681100,41.901206994,-87.676355989,41.901206994,-87.676355989,1.6,,,Cash,,360,24,0.0
24,4.65,2,2,1,1392516900,41.901206994,-87.676355989,41.901206994,-87.676355989,0.7,,,Cash,Taxi Affiliation Services,120,24,0.0
24,4.05,6,18,1,1403461800,41.901206994,-87.676355989,41.901206994,-87.676355989,0.4,,,Cash,Taxi Affiliation Services,60,24,0.0
24,5.65,9,0,3,1410826500,41.901206994,-87.676355989,41.901206994,-87.676355989,0.0,,,Credit Card,Taxi Affiliation Services,240,24,2.0
24,7.65,2,20,1,1361132100,41.901206994,-87.676355989,41.901206994,-87.676355989,0.1,,,Cash,Blue Ribbon Taxi Association Inc.,420,24,0.0
24,5.25,9,2,5,1411612200,41.901206994,-87.676355989,41.901206994,-87.676355989,0.0,,,Credit Card,Taxi Affiliation Services,180,24,2.0
24,4.25,3,8,1,1427013900,41.901206994,-87.676355989,41.901206994,-87.676355989,0.0,,,Cash,Taxi Affiliation Services,120,24,0.0
24,6.45,12,13,7,1419083100,41.901206994,-87.676355989,41.901206994,-87.676355989,1.5,,,Cash,Taxi Affiliation Services,360,24,0.0
24,7.85,6,5,1,1370150100,41.901206994,-87.676355989,41.901206994,-87.676355989,0.0,,,Cash,Taxi Affiliation Services,420,24,0.0
24,5.45,6,1,1,1434849300,41.901206994,-87.676355989,41.901206994,-87.676355989,0.9,,,Cash,,360,24,0.0
24,11.05,9,3,5,1441856700,41.901206994,-87.676355989,41.901206994,-87.676355989,3.5,,,Cash,Taxi Affiliation Services,780,24,0.0
24,5.05,4,0,2,1365984900,41.901206994,-87.676355989,41.901206994,-87.676355989,0.3,,,Cash,Dispatch Taxi Affiliation,240,24,0.0
24,5.85,12,19,1,1418583600,41.901206994,-87.676355989,41.901206994,-87.676355989,1.2,,,Credit Card,,300,24,2.0
24,4.65,5,12,2,1369053000,41.901206994,-87.676355989,41.901206994,-87.676355989,0.0,,,Credit Card,Blue Ribbon Taxi Association Inc.,180,24,2.0
24,6.05,9,21,6,1411161300,41.901206994,-87.676355989,41.901206994,-87.676355989,1.5,,,Cash,,240,24,0.0
24,8.65,5,22,6,1431123300,41.901206994,-87.676355989,41.901206994,-87.676355989,2.9,,,Credit Card,Choice Taxi Association,540,24,0.0
24,5.05,8,20,2,1375734600,41.901206994,-87.676355989,41.901206994,-87.676355989,0.0,,,Cash,Northwest Management LLC,120,24,0.0
24,6.05,7,2,7,1374286500,41.901206994,-87.676355989,41.901206994,-87.676355989,0.0,,,Cash,Taxi Affiliation Services,300,24,0.0
24,11.05,5,3,3,1369710000,41.901206994,-87.676355989,41.878865584,-87.625192142,4.2,,,Credit Card,Dispatch Taxi Affiliation,420,32,4.0
24,5.85,8,14,3,1438696800,41.901206994,-87.676355989,41.878865584,-87.625192142,1.2,,,Cash,Taxi Affiliation Services,300,32,0.0
24,7.25,9,9,7,1378546200,41.901206994,-87.676355989,41.878865584,-87.625192142,0.0,,,Credit Card,Taxi Affiliation Services,420,32,0.0
24,21.05,2,23,6,1423870200,41.901206994,-87.676355989,42.009622881,-87.670166857,7.7,,,Cash,,1860,1,0.0
24,8.44,3,0,1,1393719300,41.901206994,-87.676355989,41.900069603,-87.720918238,2.6,,,Cash,,540,23,0.0
24,19.0,5,13,5,1464270300,41.901206994,-87.676355989,41.96581197,-87.655878786,0.3,,,Credit Card,Taxi Affiliation Services,1740,3,4.0
24,7.85,7,23,4,1404947700,41.901206994,-87.676355989,41.938666196,-87.711210593,0.0,,,Cash,Blue Ribbon Taxi Association Inc.,540,21,0.0
24,12.65,1,23,6,1388792700,41.901206994,-87.676355989,41.938666196,-87.711210593,4.2,,,Cash,Taxi Affiliation Services,1020,21,0.0
24,7.65,1,12,4,1420632900,41.901206994,-87.676355989,41.899602111,-87.633308037,1.8,,,Credit Card,Taxi Affiliation Services,540,8,3.0
24,7.85,5,23,1,1399849200,41.901206994,-87.676355989,41.899602111,-87.633308037,0.0,,,Credit Card,Taxi Affiliation Services,480,8,2.0
24,7.85,4,14,7,1365257700,41.901206994,-87.676355989,41.899602111,-87.633308037,1.6,,,Cash,,660,8,0.0
24,9.05,1,13,3,1421155800,41.901206994,-87.676355989,41.899602111,-87.633308037,2.8,,,Cash,Northwest Management LLC,600,8,0.0
24,10.65,8,20,1,1407701700,41.901206994,-87.676355989,41.899602111,-87.633308037,3.7,,,Credit Card,Taxi Affiliation Services,660,8,1.5
24,8.65,1,12,5,1359031500,41.901206994,-87.676355989,41.899602111,-87.633308037,2.5,,,Cash,,480,8,0.0
24,6.65,12,22,4,1418248800,41.901206994,-87.676355989,41.899602111,-87.633308037,0.0,,,Cash,Dispatch Taxi Affiliation,420,8,0.0
24,10.65,2,19,6,1423854900,41.901206994,-87.676355989,41.899602111,-87.633308037,3.1,,,Cash,KOAM Taxi Association,840,8,0.0
24,10.25,4,13,2,1396878300,41.901206994,-87.676355989,41.899602111,-87.633308037,3.2,,,Credit Card,Taxi Affiliation Services,660,8,1.0
24,8.85,8,10,6,1376043300,41.901206994,-87.676355989,41.899602111,-87.633308037,0.0,,,Credit Card,Taxi Affiliation Services,660,8,2.0
24,5.45,3,8,4,1363163400,41.901206994,-87.676355989,41.899602111,-87.633308037,0.0,,,Credit Card,Taxi Affiliation Services,300,8,1.55
24,8.65,2,14,4,1424268900,41.901206994,-87.676355989,41.899602111,-87.633308037,0.0,,,Credit Card,Blue Ribbon Taxi Association Inc.,600,8,2.0
24,12.25,8,17,6,1376673300,41.901206994,-87.676355989,41.899602111,-87.633308037,0.2,,,Cash,Taxi Affiliation Services,1020,8,0.0
24,33.85,2,14,3,1392129900,41.901206994,-87.676355989,41.980264315,-87.913624596,16.2,,,Cash,,1800,76,0.0
24,13.65,8,22,4,1440626400,41.901206994,-87.676355989,41.953582125,-87.72345239,4.7,,,Credit Card,,1080,16,2.73
24,12.65,8,22,5,1376604000,41.901206994,-87.676355989,41.944226601,-87.655998182,0.0,,,Cash,Choice Taxi Association,960,6,0.0
24,10.25,10,1,5,1412816400,41.901206994,-87.676355989,41.944226601,-87.655998182,3.1,,,Credit Card,Dispatch Taxi Affiliation,720,6,2.05
24,14.45,8,21,2,1407793500,41.901206994,-87.676355989,41.944226601,-87.655998182,5.0,,,Cash,,1260,6,0.0
24,13.25,6,0,4,1402444800,41.901206994,-87.676355989,41.944226601,-87.655998182,4.4,,,Cash,Dispatch Taxi Affiliation,1140,6,0.0
24,12.05,8,19,6,1377891900,41.901206994,-87.676355989,41.944226601,-87.655998182,3.8,,,Cash,,1080,6,0.0
24,20.65,10,20,6,1414787400,41.901206994,-87.676355989,41.944226601,-87.655998182,7.5,,,Credit Card,Taxi Affiliation Services,2100,6,4.0
24,12.25,9,15,6,1409931000,41.901206994,-87.676355989,41.944226601,-87.655998182,0.2,,,Credit Card,Taxi Affiliation Services,1140,6,2.45
24,15.05,12,23,6,1419030000,41.901206994,-87.676355989,41.836150155,-87.648787952,0.3,,,Cash,Taxi Affiliation Services,1140,60,0.0
24,7.85,8,15,1,1407684600,41.901206994,-87.676355989,41.947791586,-87.683834942,2.1,,,Cash,,480,5,0.0
24,10.05,9,11,7,1441451700,41.901206994,-87.676355989,41.947791586,-87.683834942,3.0,,,Cash,Choice Taxi Association,840,5,0.0
24,12.45,8,20,6,1406925000,41.901206994,-87.676355989,41.947791586,-87.683834942,4.1,,,Cash,Taxi Affiliation Services,900,5,0.0
24,9.05,9,23,2,1378769400,41.901206994,-87.676355989,41.947791586,-87.683834942,0.0,,,Cash,Taxi Affiliation Services,660,5,0.0
24,11.45,2,9,5,1424942100,41.901206994,-87.676355989,41.874005383,-87.66351755,3.2,,,Credit Card,Northwest Management LLC,1080,28,3.0
24,6.85,4,8,2,1428307200,41.901206994,-87.676355989,41.874005383,-87.66351755,1.7,,,Cash,Top Cab Affiliation,420,28,0.0
24,8.85,6,20,1,1402862400,41.901206994,-87.676355989,41.874005383,-87.66351755,2.8,,,Cash,,480,28,0.0
24,6.05,10,18,6,1414780200,41.901206994,-87.676355989,41.874005383,-87.66351755,1.0,,,Cash,,420,28,0.0
24,8.65,5,7,1,1430639100,41.901206994,-87.676355989,41.874005383,-87.66351755,2.3,,,Cash,Taxi Affiliation Services,600,28,0.0
24,7.05,11,17,4,1385573400,41.901206994,-87.676355989,41.874005383,-87.66351755,1.7,,,Credit Card,4615 - Tyrone Henderson,480,28,2.0
24,18.65,2,1,1,1361667600,41.901206994,-87.676355989,41.874005383,-87.66351755,0.0,,,Cash,Blue Ribbon Taxi Association Inc.,1500,28,0.0
24,9.05,1,14,1,1359297000,41.901206994,-87.676355989,41.922686284,-87.649488729,2.6,,,Credit Card,,660,7,2.0
24,8.65,11,23,2,1415056500,41.901206994,-87.676355989,41.922686284,-87.649488729,2.4,,,Cash,Taxi Affiliation Services,600,7,0.0
24,8.05,1,0,5,1358381700,41.901206994,-87.676355989,41.922686284,-87.649488729,2.3,,,Credit Card,Dispatch Taxi Affiliation,480,7,1.0
24,12.65,8,23,7,1376781300,41.901206994,-87.676355989,41.922686284,-87.649488729,0.0,,,Credit Card,Taxi Affiliation Services,1140,7,2.7
24,24.65,5,16,2,1401120000,41.901206994,-87.676355989,41.968069,-87.721559063,11.1,,,Cash,,780,14,0.0
24,10.05,1,11,7,1359198000,41.901206994,-87.676355989,41.92276062,-87.699155343,2.9,,,Cash,,840,22,0.0
24,6.25,1,4,7,1421467200,41.901206994,-87.676355989,41.92276062,-87.699155343,0.0,,,Credit Card,Blue Ribbon Taxi Association Inc.,360,22,4.0
24,7.45,5,18,7,1367691300,41.901206994,-87.676355989,41.92276062,-87.699155343,0.0,,,Unknown,Taxi Affiliation Services,360,22,2.5
24,9.44,10,1,7,1382751900,41.901206994,-87.676355989,41.92276062,-87.699155343,2.9,,,Credit Card,,600,22,1.0
24,7.25,9,20,4,1379536200,41.901206994,-87.676355989,41.92276062,-87.699155343,0.0,,,Cash,Dispatch Taxi Affiliation,480,22,0.0
24,9.85,9,15,3,1410880500,41.901206994,-87.676355989,41.92276062,-87.699155343,2.7,,,Credit Card,,840,22,2.0
24,10.25,6,4,5,1402546500,41.901206994,-87.676355989,41.92276062,-87.699155343,3.7,,,Credit Card,Taxi Affiliation Services,660,22,2.8
24,22.25,6,9,4,1371633300,41.901206994,-87.676355989,41.9867118,-87.663416405,8.4,,,Cash,,2040,77,0.0
24,13.05,10,3,6,1414726200,41.901206994,-87.676355989,41.850266366,-87.667569312,5.0,,,Cash,,600,31,0.0
24,12.65,12,4,5,1419482700,41.901206994,-87.676355989,41.850266366,-87.667569312,5.2,,,Cash,Dispatch Taxi Affiliation,480,31,0.0
24,11.75,9,0,7,1473465600,41.901206994,-87.676355989,41.850266366,-87.667569312,3.1,,,Cash,,780,31,0.0
8,9.05,4,14,5,1429195500,41.892507781,-87.626214906,,,0.0,,,Cash,Taxi Affiliation Services,840,,0.0
8,38.45,12,14,3,1419345000,41.892507781,-87.626214906,,,16.5,,,Cash,,3960,,0.0
8,4.65,10,22,1,1382306400,41.892507781,-87.626214906,,,0.68,,,Credit Card,,180,,1.0
8,3.25,5,7,3,1462261500,41.892507781,-87.626214906,,,0.0,,,Cash,,0,,0.0
8,14.45,1,10,3,1422353700,41.892507781,-87.626214906,41.849246754,-87.624135298,0.0,,17031841000,Cash,Taxi Affiliation Services,1620,33,0.0
8,15.0,6,9,5,1465463700,41.892507781,-87.626214906,41.849246754,-87.624135298,0.0,,17031841000,Credit Card,Top Cab Affiliation,1380,33,3.0
8,9.85,6,9,5,1371114000,41.892507781,-87.626214906,41.849246754,-87.624135298,3.0,,17031841000,Cash,Northwest Management LLC,660,33,0.0
8,3.25,3,22,7,1396132200,41.892507781,-87.626214906,41.892507781,-87.626214906,0.1,,17031081500,Cash,,60,8,0.0
8,3.65,10,12,3,1444737600,41.892507781,-87.626214906,41.892507781,-87.626214906,0.2,,17031081500,Cash,,120,8,0.0
8,8.25,6,8,4,1433924100,41.892507781,-87.626214906,41.892507781,-87.626214906,1.4,,17031081500,Credit Card,Taxi Affiliation Services,720,8,3.0
8,3.65,9,19,1,1441568700,41.892507781,-87.626214906,41.892507781,-87.626214906,0.0,,17031081500,Credit Card,Blue Ribbon Taxi Association Inc.,60,8,2.0
8,3.25,3,15,1,1393773300,41.892507781,-87.626214906,41.892507781,-87.626214906,0.0,,17031081500,Cash,,60,8,0.0
8,3.65,11,18,7,1384020000,41.892507781,-87.626214906,41.892507781,-87.626214906,0.0,,17031081500,Cash,Taxi Affiliation Services,60,8,0.0
8,14.25,2,23,6,1359761400,41.892507781,-87.626214906,41.892507781,-87.626214906,4.6,,17031081500,Cash,,1020,8,0.0
8,7.25,1,15,6,1422026100,41.892507781,-87.626214906,41.892507781,-87.626214906,1.8,,17031081500,Cash,Top Cab Affiliation,480,8,0.0
8,3.65,2,22,4,1393452900,41.892507781,-87.626214906,41.892507781,-87.626214906,0.2,,17031081500,Cash,Taxi Affiliation Services,120,8,0.0
8,18.65,11,1,7,1385170200,41.892507781,-87.626214906,41.892507781,-87.626214906,0.75,,17031081500,Cash,,1200,8,0.0
8,3.85,7,0,2,1404693000,41.892507781,-87.626214906,41.892507781,-87.626214906,0.1,,17031081500,Cash,,120,8,0.0
8,3.25,1,16,7,1390061700,41.892507781,-87.626214906,41.892507781,-87.626214906,0.0,,17031081500,Cash,,0,8,0.0
8,3.25,7,10,2,1406541600,41.892507781,-87.626214906,41.892507781,-87.626214906,0.0,,17031081500,Cash,Choice Taxi Association,0,8,0.0
8,6.0,9,18,3,1473792300,41.892507781,-87.626214906,41.892507781,-87.626214906,0.0,,17031081500,Cash,Taxi Affiliation Services,420,8,0.0
8,20.85,12,16,4,1451491200,41.892507781,-87.626214906,41.892507781,-87.626214906,7.3,,17031081500,Cash,,1860,8,0.0
8,4.25,2,21,3,1393363800,41.892507781,-87.626214906,41.892042136,-87.63186395,0.3,,17031081700,Credit Card,KOAM Taxi Association,120,8,2.0
8,5.05,12,23,6,1388185200,41.892507781,-87.626214906,41.892042136,-87.63186395,0.5,,17031081700,Cash,Taxi Affiliation Services,360,8,0.0
8,4.65,6,19,6,1435346100,41.892507781,-87.626214906,41.892042136,-87.63186395,0.2,,17031081700,Cash,Taxi Affiliation Services,300,8,0.0
8,4.45,10,3,6,1412910900,41.892507781,-87.626214906,41.892042136,-87.63186395,0.3,,17031081700,Cash,Taxi Affiliation Services,240,8,0.0
8,4.65,6,8,1,1434271500,41.892507781,-87.626214906,41.892042136,-87.63186395,0.0,,17031081700,Credit Card,Blue Ribbon Taxi Association Inc.,180,8,2.0
8,13.05,1,20,5,1420747200,41.892507781,-87.626214906,41.953400044,-87.646007066,4.6,,17031060800,Credit Card,Taxi Affiliation Services,1140,6,2.5
8,43.0,5,11,3,1464695100,41.892507781,-87.626214906,41.97907082,-87.903039661,1.0,,17031980000,Credit Card,Taxi Affiliation Services,1680,76,8.8
8,37.45,9,15,1,1379259900,41.892507781,-87.626214906,41.97907082,-87.903039661,17.6,,17031980000,Cash,Dispatch Taxi Affiliation,2640,76,0.0
8,35.65,9,11,2,1380540600,41.892507781,-87.626214906,41.97907082,-87.903039661,1.0,,17031980000,Credit Card,Taxi Affiliation Services,1440,76,5.0
8,40.25,3,15,6,1396020600,41.892507781,-87.626214906,41.97907082,-87.903039661,18.4,,17031980000,Credit Card,Dispatch Taxi Affiliation,2700,76,7.0
8,44.25,7,9,6,1467969300,41.892507781,-87.626214906,41.97907082,-87.903039661,178.7,,17031980000,Cash,,1570,76,0.0
8,36.65,2,14,2,1424701800,41.892507781,-87.626214906,41.97907082,-87.903039661,18.0,,17031980000,Credit Card,KOAM Taxi Association,1560,76,6.0
8,36.85,10,12,2,1413808200,41.892507781,-87.626214906,41.97907082,-87.903039661,17.65,,17031980000,Credit Card,,1860,76,7.97
8,35.05,5,11,3,1400586300,41.892507781,-87.626214906,41.97907082,-87.903039661,17.4,,17031980000,Cash,Taxi Affiliation Services,1680,76,0.0
8,35.65,9,7,6,1441350000,41.892507781,-87.626214906,41.97907082,-87.903039661,17.7,,17031980000,Credit Card,Choice Taxi Association,1500,76,7.5
8,36.65,9,10,4,1379498400,41.892507781,-87.626214906,41.97907082,-87.903039661,17.6,,17031980000,Credit Card,Choice Taxi Association,2100,76,7.7
8,36.25,6,17,7,1402767000,41.892507781,-87.626214906,41.97907082,-87.903039661,17.6,,17031980000,Cash,Taxi Affiliation Services,1740,76,0.0
8,35.65,12,14,1,1419170400,41.892507781,-87.626214906,41.97907082,-87.903039661,1.0,,17031980000,Credit Card,Taxi Affiliation Services,1620,76,9.65
8,34.25,1,6,6,1421388900,41.892507781,-87.626214906,41.97907082,-87.903039661,17.1,,17031980000,Cash,,1560,76,0.0
8,37.04,6,13,6,1371215700,41.892507781,-87.626214906,41.97907082,-87.903039661,17.1,,17031980000,Cash,,2400,76,0.0
8,34.85,1,8,2,1358757900,41.892507781,-87.626214906,41.97907082,-87.903039661,17.3,,17031980000,Cash,,1140,76,0.0
8,9.25,1,19,3,1420571700,41.892507781,-87.626214906,41.921778356,-87.641459759,0.1,,17031071300,Credit Card,Taxi Affiliation Services,780,7,2.0
8,11.25,4,19,2,1397502000,41.892507781,-87.626214906,41.856309817,-87.644209287,0.2,,17031310200,Credit Card,Taxi Affiliation Services,840,31,2.25
8,9.45,7,19,4,1437593400,41.892507781,-87.626214906,41.900265687,-87.63210922,0.0,,17031081000,Cash,Blue Ribbon Taxi Association Inc.,840,8,0.0
8,5.45,10,22,6,1443825900,41.892507781,-87.626214906,41.900265687,-87.63210922,0.9,,17031081000,Cash,Top Cab Affiliation,300,8,0.0
8,9.25,3,8,1,1425803400,41.892507781,-87.626214906,41.921778188,-87.651061884,2.6,,17031071100,Credit Card,,720,7,2.0
8,9.05,4,23,5,1398380400,41.892507781,-87.626214906,41.914616286,-87.631717366,2.7,,17031071500,Credit Card,,660,7,3.0
8,7.85,9,19,2,1443466800,41.892507781,-87.626214906,41.914616286,-87.631717366,0.0,,17031071500,Credit Card,Choice Taxi Association,600,7,2.0
8,6.65,2,21,6,1425071700,41.892507781,-87.626214906,41.914616286,-87.631717366,2.0,,17031071500,Credit Card,Dispatch Taxi Affiliation,420,7,2.0
8,11.45,4,20,3,1397593800,41.892507781,-87.626214906,41.856333217,-87.659564239,0.0,,17031310600,Credit Card,Taxi Affiliation Services,780,31,3.4
8,9.85,2,22,7,1392502500,41.892507781,-87.626214906,41.938391258,-87.63857492,3.4,,17031063200,Cash,,480,6,0.0
8,14.25,7,17,6,1374858000,41.892507781,-87.626214906,41.938391258,-87.63857492,4.9,,17031063200,Cash,,1140,6,0.0
8,7.45,7,22,1,1437343200,41.892507781,-87.626214906,41.877406123,-87.621971652,1.3,,17031320400,Cash,,600,32,0.0
8,4.85,9,1,7,1378517400,41.892507781,-87.626214906,41.877406123,-87.621971652,0.6,,17031320400,Cash,Dispatch Taxi Affiliation,180,32,0.0
8,7.65,2,11,3,1392723900,41.892507781,-87.626214906,41.877406123,-87.621971652,0.0,,17031320400,Cash,Choice Taxi Association,600,32,0.0
8,4.84,3,15,7,1395501300,41.892507781,-87.626214906,41.877406123,-87.621971652,0.8,,17031320400,Cash,,180,32,0.0
